ST,Year,Paid Licenses Holders,Resident Licenses,Non-Resident Licenses,Total Licenses,Gross Cost
AK,1970,61993.00,55455.00,25121.00,80576.00,883909.00
AK,1971,68664.00,57755.00,23480.00,81235.00,855309.00
AK,1972,64056.00,58747.00,23535.00,82282.00,869514.00
AK,1973,68268.00,66872.00,8728.00,75600.00,1323871.00
AK,1974,68136.00,65697.00,16671.00,82368.00,1295744.00
AK,1975,67406.00,64720.00,7103.00,71823.00,537292.00
AK,1976,71047.00,70598.00,7138.00,77736.00,1298635.00
AK,1977,67878.00,71489.00,12114.00,83603.00,2140550.00
AK,1978,69124.00,73112.00,11821.00,84933.00,2131103.00
AK,1979,69397.00,74992.00,14558.00,89550.00,2485640.00
AK,1980,72192.00,112593.00,10997.00,123590.00,2655874.00
AK,1981,75928.00,121934.00,19453.00,141387.00,2754358.00
AK,1982,84383.00,129407.00,19068.00,148475.00,2813203.00
AK,1983,90094.00,138878.00,16343.00,155221.00,3366258.00
AK,1984,92481.00,153891.00,18603.00,172494.00,3767195.00
AK,1985,90957.00,156296.00,23837.00,180133.00,4104645.00
AK,1986,103322.00,185202.00,26471.00,211673.00,4279637.00
AK,1987,84717.00,170637.00,30004.00,200641.00,4856795.00
AK,1988,85232.00,167798.00,54338.00,222136.00,5325640.00
AK,1989,83291.00,192218.00,36714.00,228932.00,5270638.00
AK,1990,83505.00,139830.00,29585.00,169415.00,5196083.00
AK,1991,94750.00,174433.00,38496.00,212929.00,6346690.00
AK,1992,93418.00,164602.00,37013.00,201615.00,5611693.00
AK,1993,90276.00,166900.00,34423.00,201323.00,7037310.00
AK,1994,89956.00,168702.00,36998.00,205700.00,7503781.00
AK,1995,90669.00,185871.00,31106.00,216977.00,7851108.00
AK,1996,95260.00,193471.00,30409.00,223880.00,8123960.00
AK,1997,101306.00,189921.00,32248.00,222169.00,9053782.00
AK,1998,95364.00,189278.00,35809.00,225087.00,9043343.00
AK,1999,95745.00,180825.00,37550.00,218375.00,9281172.00
AK,2000,97508.00,185703.00,40346.00,226049.00,9595628.00
AK,2001,93377.00,172605.00,35103.00,207708.00,8492655.00
AK,2002,97537.00,184048.00,38496.00,222544.00,8684287.00
AK,2003,99121.00,185367.00,37848.00,223215.00,8373590.84
AK,2004,97537.00,184048.00,38496.00,222544.00,8684287.26
AK,2005,99121.00,185367.00,37848.00,223215.00,8373590.84
AK,2006,98084.00,184860.00,38188.00,223048.00,8316493.32
AK,2007,99954.00,186809.00,40892.00,227701.00,8578916.00
AK,2008,96979.00,186411.00,41177.00,227588.00,8294701.00
AK,2009,96979.00,186411.00,41177.00,227588.00,8294701.00
AK,2010,97858.00,198929.00,40628.00,239557.00,8223411.00
AK,2011,101750.00,211655.00,38418.00,250073.00,7990838.00
AK,2012,106653.00,317328.00,35938.00,353266.00,7853270.94
AK,2013,101547.00,243524.00,34876.00,278400.00,7461882.52
AK,2014,107260.00,249453.00,37899.00,287352.00,7618878.00
AK,2015,107131.00,271067.00,39577.00,310644.00,7882213.00
AK,2016,106916.00,320848.00,41891.00,362739.00,8003375.00
AK,2017,108487.00,357004.00,44998.00,402002.00,8540589.00
AK,2018,108921.00,278248.00,74532.00,352780.00,8491593.00
AK,2019,124330.00,399020.00,64755.00,463775.00,11203135.00
AK,2020,90406.00,400176.00,47585.00,447761.00,11114179.00
AK,2021,93559.00,423501.00,59235.00,482736.00,13906071.00
AL,1970,355169.00,345549.00,9620.00,355169.00,1008919.00
AL,1971,335075.00,376961.00,9858.00,386819.00,1039034.00
AL,1972,301228.00,343601.00,11838.00,355439.00,1610085.00
AL,1973,320608.00,365002.00,14573.00,379575.00,1749498.00
AL,1974,332391.00,375433.00,20914.00,396347.00,1852721.00
AL,1975,336132.00,397230.00,17619.00,414849.00,1971521.00
AL,1976,332112.00,393115.00,19239.00,412354.00,1990384.00
AL,1977,336991.00,398085.00,21129.00,419214.00,2043029.00
AL,1978,342831.00,381009.00,20061.00,401070.00,2263764.00
AL,1979,344777.00,381056.00,21501.00,402557.00,2321124.00
AL,1980,297562.00,330329.00,27053.00,357382.00,3463916.00
AL,1981,310328.00,341058.00,30067.00,371125.00,3639676.00
AL,1982,302234.00,331412.00,30158.00,361570.00,3694558.00
AL,1983,288427.00,319487.00,26596.00,346083.00,3830150.00
AL,1984,286198.00,313468.00,28295.00,341763.00,4069397.00
AL,1985,283389.00,307607.00,30036.00,337643.00,4327339.00
AL,1986,280362.00,302646.00,30291.00,332937.00,4449581.00
AL,1987,293436.00,312369.00,33098.00,345467.00,4739128.00
AL,1988,282805.00,300719.00,31248.00,331967.00,4937987.00
AL,1989,280622.00,292504.00,34648.00,327152.00,5737068.00
AL,1990,265106.00,263377.00,35662.00,299039.00,7944709.00
AL,1991,271890.00,254732.00,36999.00,291731.00,5602329.00
AL,1992,274551.00,257262.00,38308.00,295570.00,5748037.00
AL,1993,276897.00,257679.00,40182.00,297861.00,5975832.00
AL,1994,276235.00,255246.00,41728.00,296974.00,6069801.00
AL,1995,274072.00,269103.00,36453.00,305556.00,7045428.00
AL,1996,269097.00,264668.00,36720.00,301388.00,6898816.00
AL,1997,266386.00,262678.00,38360.00,301038.00,6965350.00
AL,1998,273506.00,261843.00,39941.00,301784.00,7092666.00
AL,1999,272525.00,255342.00,41396.00,296738.00,7217391.00
AL,2000,271865.00,263438.00,41567.00,305005.00,7658106.00
AL,2001,278052.00,266755.00,42366.00,309121.00,9120742.00
AL,2002,273638.00,259268.00,43949.00,303217.00,9111160.00
AL,2003,270229.00,255022.00,44202.00,299224.00,9077910.50
AL,2004,273638.00,259268.00,43949.00,303217.00,9111160.00
AL,2005,270229.00,255022.00,44202.00,299224.00,9077910.50
AL,2006,267354.00,255935.00,46285.00,302220.00,9340257.50
AL,2007,259241.00,243739.00,45921.00,289660.00,9200297.00
AL,2008,255923.00,238147.00,45752.00,283899.00,9142414.00
AL,2009,264640.00,242913.00,48270.00,291183.00,9839680.50
AL,2010,264710.00,243626.00,43829.00,287455.00,12337241.00
AL,2011,540098.00,586479.00,39483.00,625962.00,11451574.50
AL,2012,527713.00,570148.00,36973.00,607121.00,11009924.50
AL,2013,530127.00,573139.00,36017.00,609156.00,10885869.00
AL,2014,507403.00,562156.00,34939.00,597095.00,10836731.00
AL,2015,507926.00,563503.00,36373.00,599876.00,11519641.00
AL,2016,565139.00,567703.00,36340.00,604043.00,11836586.00
AL,2017,548829.00,549221.00,38465.00,587686.00,12210093.00
AL,2018,547905.00,542838.00,37106.00,579944.00,11801451.00
AL,2019,535933.00,526677.00,37476.00,564153.00,11845763.00
AL,2020,503144.00,493001.00,37674.00,530675.00,11793800.00
AL,2021,452400.00,601683.00,45397.00,647080.00,16416029.00
AR,1970,283295.00,268251.00,15044.00,283295.00,1310793.00
AR,1971,297101.00,276700.00,20401.00,297101.00,1299784.00
AR,1972,305262.00,283220.00,22042.00,305262.00,1333663.00
AR,1973,326192.00,452669.00,34469.00,487138.00,1773371.00
AR,1974,347015.00,469690.00,38235.00,507925.00,1889915.00
AR,1975,351876.00,471606.00,42434.00,514040.00,1948780.00
AR,1976,355381.00,481223.00,44399.00,525622.00,2562352.00
AR,1977,347966.00,496991.00,43626.00,540617.00,2651024.00
AR,1978,331649.00,492099.00,44116.00,536215.00,3385001.00
AR,1979,348281.00,518142.00,47696.00,565838.00,3710292.00
AR,1980,348336.00,544341.00,42914.00,587255.00,4419670.00
AR,1981,346830.00,560416.00,42799.00,603215.00,4507139.00
AR,1982,348722.00,612849.00,44863.00,657712.00,4956327.00
AR,1983,337345.00,617678.00,39207.00,656885.00,5110085.00
AR,1984,300241.00,494316.00,21678.00,515994.00,5980887.00
AR,1985,295745.00,469968.00,23418.00,493386.00,5937424.00
AR,1986,300257.00,465793.00,24406.00,490199.00,5951523.00
AR,1987,320410.00,486106.00,25855.00,511961.00,5795950.00
AR,1988,294765.00,317329.00,28299.00,345628.00,7753868.00
AR,1989,353803.00,333924.00,24994.00,358918.00,7249915.00
AR,1990,349166.00,326747.00,22419.00,349166.00,7113723.00
AR,1991,298219.00,312515.00,25875.00,338390.00,6823191.00
AR,1992,312555.00,324167.00,27151.00,351318.00,9113047.00
AR,1993,312785.00,324015.00,29309.00,353324.00,7781210.00
AR,1994,313007.00,448897.00,44826.00,493723.00,8774494.00
AR,1995,321860.00,457054.00,58925.00,515979.00,9568967.00
AR,1996,323990.00,490245.00,67825.00,558070.00,10551712.00
AR,1997,319402.00,494314.00,60363.00,554677.00,10898011.00
AR,1998,330689.00,494711.00,63869.00,558580.00,11014366.00
AR,1999,412114.00,442172.00,99915.00,542087.00,11565396.00
AR,2000,395304.00,369614.00,65930.00,435544.00,11710709.00
AR,2001,400555.00,377635.00,71747.00,449382.00,12347019.00
AR,2002,402493.00,379501.00,85062.00,464563.00,12825689.00
AR,2003,386559.00,361702.00,76406.00,438108.00,12153851.00
AR,2004,402493.00,379501.00,85062.00,464563.00,12825689.00
AR,2005,386559.00,361702.00,76406.00,438108.00,12153851.00
AR,2006,378162.00,353567.00,69255.00,422822.00,11558603.00
AR,2007,375737.00,334590.00,86958.00,421548.00,11946536.00
AR,2008,354042.00,311875.00,76823.00,388698.00,11822434.00
AR,2009,380931.00,338617.00,85386.00,424003.00,12693613.00
AR,2010,381521.00,345071.00,89408.00,434479.00,12990082.00
AR,2011,390932.00,384740.00,97203.00,481943.00,14035081.00
AR,2012,385275.00,376462.00,92194.00,468656.00,13586886.00
AR,2013,390554.00,377526.00,97531.00,475057.00,14055950.00
AR,2014,382212.00,382307.00,110172.00,492479.00,14445976.00
AR,2015,326779.00,380399.00,118520.00,498919.00,15437054.50
AR,2016,328542.00,395700.00,125398.00,521098.00,16235592.00
AR,2017,340200.00,396042.00,137543.00,533585.00,16919165.00
AR,2018,326559.00,380102.00,136944.00,517046.00,18765517.00
AR,2019,301240.00,366964.00,146870.00,513834.00,19023910.00
AR,2020,293356.00,360810.00,147108.00,507918.00,18830352.00
AR,2021,343300.00,349098.00,150728.00,499826.00,19123254.00
AZ,1970,169679.00,324904.00,20606.00,345510.00,1462877.00
AZ,1971,177411.00,337528.00,21203.00,358731.00,1501586.00
AZ,1972,155129.00,284609.00,19511.00,304120.00,1314631.00
AZ,1973,146407.00,262548.00,9439.00,271987.00,2058427.00
AZ,1974,167517.00,292407.00,10310.00,302717.00,2381795.00
AZ,1975,176992.00,302670.00,10366.00,313036.00,2575762.00
AZ,1976,182070.00,310240.00,12525.00,322765.00,2704764.00
AZ,1977,183470.00,311505.00,13406.00,324911.00,2163087.00
AZ,1978,188936.00,317754.00,14665.00,332419.00,2840477.00
AZ,1979,197877.00,323075.00,12458.00,335533.00,2543042.00
AZ,1980,198676.00,413000.00,11425.00,424425.00,2893061.00
AZ,1981,198717.00,327253.00,12069.00,339322.00,3577712.00
AZ,1982,187262.00,319228.00,11430.00,330658.00,3569571.00
AZ,1983,186977.00,341750.00,12002.00,353752.00,4107640.00
AZ,1984,194548.00,362111.00,15121.00,377232.00,5121047.00
AZ,1985,196301.00,371232.00,17735.00,388967.00,5478980.00
AZ,1986,197630.00,380436.00,19794.00,400230.00,5949945.00
AZ,1987,188211.00,375127.00,20760.00,395887.00,6311052.00
AZ,1988,183595.00,360904.00,21299.00,382203.00,6227113.00
AZ,1989,170264.00,340573.00,21581.00,362154.00,6216919.00
AZ,1990,165179.00,335918.00,23643.00,359561.00,6267210.00
AZ,1991,158742.00,314717.00,21389.00,336106.00,6761353.00
AZ,1992,164518.00,318875.00,20756.00,339631.00,6985842.00
AZ,1993,173695.00,335239.00,23168.00,358407.00,7419098.00
AZ,1994,182408.00,347376.00,27291.00,374667.00,8169212.00
AZ,1995,183903.00,343537.00,28691.00,372228.00,8257592.00
AZ,1996,179731.00,328804.00,29666.00,358470.00,8012458.00
AZ,1997,180733.00,319719.00,29765.00,349484.00,7697659.00
AZ,1998,190037.00,313297.00,30523.00,343820.00,7660930.00
AZ,1999,198025.00,330635.00,31612.00,362247.00,8170517.00
AZ,2000,196659.00,384651.00,36693.00,421344.00,8801948.00
AZ,2001,191653.00,389856.00,35264.00,425120.00,11476121.00
AZ,2002,183478.00,370805.00,35405.00,406210.00,10892826.00
AZ,2003,181467.00,362036.00,34263.00,396299.00,10486835.00
AZ,2004,183478.00,370805.00,35405.00,406210.00,10892826.00
AZ,2005,181467.00,362036.00,34263.00,396299.00,10486835.00
AZ,2006,182044.00,356639.00,35334.00,391973.00,10802988.00
AZ,2007,196706.00,376798.00,38634.00,415432.00,12132147.00
AZ,2008,202976.00,388920.00,39749.00,428669.00,12305962.00
AZ,2009,202976.00,388920.00,39749.00,428669.00,12280563.00
AZ,2010,201627.00,380351.00,38810.00,419161.00,16729408.00
AZ,2011,191834.00,377308.00,34309.00,411617.00,16601597.00
AZ,2012,194727.00,376970.00,32710.00,409680.00,16123171.00
AZ,2013,195664.00,381890.00,32733.00,414623.00,16133065.00
AZ,2014,195213.00,376754.00,32918.00,409672.00,15831617.00
AZ,2015,200092.00,386069.00,36067.00,422136.00,16347748.00
AZ,2016,215444.00,408682.00,37720.00,446402.00,17235706.00
AZ,2017,324553.00,483922.00,56116.00,540038.00,18398997.00
AZ,2018,305214.00,456140.00,61607.00,517747.00,17874083.00
AZ,2019,310392.00,459282.00,66499.00,525781.00,17988661.00
AZ,2020,304789.00,426354.00,79727.00,506081.00,17485504.00
AZ,2021,302383.00,464607.00,88708.00,553315.00,19899566.00
CA,1970,767149.00,1474986.00,2765.00,1477751.00,4361882.00
CA,1971,756975.00,1440097.00,2474.00,1442571.00,4255007.00
CA,1972,699748.00,1354282.00,2771.00,1357053.00,3995858.00
CA,1973,641319.00,1247259.00,2211.00,1249470.00,5265537.00
CA,1974,677993.00,1317464.00,2561.00,1320025.00,5566180.00
CA,1975,660135.00,1282693.00,2605.00,1285298.00,5414117.00
CA,1976,611564.00,992035.00,2765.00,994800.00,6731539.00
CA,1977,584957.00,966676.00,3410.00,970086.00,6595719.00
CA,1978,569422.00,942310.00,3935.00,946245.00,6490432.00
CA,1979,534796.00,849873.00,4282.00,854155.00,6532769.00
CA,1980,540393.00,870711.00,5049.00,875760.00,6655824.00
CA,1981,554144.00,902326.00,5372.00,907698.00,6990821.00
CA,1982,539557.00,807458.00,5345.00,812803.00,6912375.00
CA,1983,523390.00,877977.00,5612.00,883589.00,8207765.00
CA,1984,509106.00,939078.00,3573.00,942651.00,8931148.00
CA,1985,493677.00,880290.00,4641.00,884931.00,9305576.00
CA,1986,488316.00,703990.00,4436.00,708426.00,9696518.00
CA,1987,463074.00,970606.00,3601.00,974207.00,12858220.00
CA,1988,463543.00,1053071.00,4788.00,1057859.00,13688967.00
CA,1989,422909.00,,,,
CA,1990,390655.00,686644.00,3211.00,689855.00,11197462.00
CA,1991,382713.00,723646.00,4049.00,727695.00,12061257.00
CA,1992,372038.00,707624.00,3602.00,711226.00,12300449.00
CA,1993,367373.00,731786.00,3853.00,735639.00,13012361.00
CA,1994,363397.00,944684.00,4653.00,949337.00,13919587.00
CA,1995,354555.00,911667.00,14113.00,925780.00,14041471.00
CA,1996,343838.00,902210.00,8449.00,910659.00,14494924.00
CA,1997,328824.00,859306.00,8925.00,868231.00,13844148.00
CA,1998,316815.00,313064.00,3751.00,316815.00,8399925.00
CA,1999,309236.00,827700.00,11192.00,838892.00,14001052.00
CA,2000,317063.00,842347.00,12834.00,855181.00,14903695.00
CA,2001,316549.00,844779.00,13984.00,858763.00,14715196.00
CA,2002,320092.00,854046.00,14163.00,868209.00,15777132.00
CA,2003,315588.00,843357.00,15334.00,858691.00,16342858.00
CA,2004,320092.00,854046.00,14163.00,868209.00,15777132.00
CA,2005,315588.00,843357.00,15334.00,858691.00,16342858.00
CA,2006,305962.00,818810.00,15167.00,833977.00,15961754.00
CA,2007,299303.00,816592.00,14939.00,831531.00,16571836.00
CA,2008,295163.00,815259.00,15441.00,830700.00,16859950.00
CA,2009,300615.00,825163.00,16076.00,841239.00,17845320.00
CA,2010,296623.00,821038.00,15656.00,836694.00,18898487.00
CA,2011,293263.00,813895.00,14840.00,828735.00,19513262.00
CA,2012,289609.00,860236.00,15061.00,875297.00,20823655.00
CA,2013,281472.00,817675.00,17064.00,834739.00,22958260.00
CA,2014,283539.00,830070.00,17278.00,847348.00,23732811.00
CA,2015,283539.00,830070.00,17278.00,847348.00,23732811.00
CA,2016,287147.00,1014445.00,20906.00,1035351.00,24240864.00
CA,2017,284069.00,1032069.00,21931.00,1054000.00,22019983.00
CA,2018,280967.00,1007422.00,22738.00,1030160.00,21615994.00
CA,2019,279248.00,984465.00,21309.00,1005774.00,21530939.00
CA,2020,267170.00,968752.00,23145.00,991897.00,21107452.00
CA,2021,262009.00,949540.00,25535.00,975075.00,21385566.00
CO,1970,272059.00,339041.00,83575.00,422616.00,6766536.00
CO,1971,300311.00,372968.00,78290.00,451258.00,6986325.00
CO,1972,259454.00,335942.00,45268.00,381210.00,4707541.00
CO,1973,263687.00,363506.00,57473.00,420979.00,6204612.00
CO,1974,323922.00,438699.00,80977.00,519676.00,8387637.00
CO,1975,301166.00,396404.00,81634.00,478038.00,8753318.00
CO,1976,317471.00,397698.00,85862.00,483560.00,8355022.00
CO,1977,298383.00,394828.00,58774.00,453602.00,10239276.00
CO,1978,315411.00,425197.00,113757.00,538954.00,16467340.00
CO,1979,305961.00,440403.00,111128.00,551531.00,16285982.00
CO,1980,312419.00,468429.00,111661.00,580090.00,16855235.00
CO,1981,338367.00,493754.00,122205.00,615959.00,18370746.00
CO,1982,350689.00,520115.00,119056.00,639171.00,18314150.00
CO,1983,358823.00,520785.00,136548.00,657333.00,20110660.00
CO,1984,310378.00,390501.00,101074.00,491575.00,22628812.00
CO,1985,310898.00,375966.00,105061.00,481027.00,22817639.00
CO,1986,304498.00,359180.00,101467.00,460647.00,21238336.00
CO,1987,315434.00,438793.00,121363.00,560156.00,24851215.00
CO,1988,325761.00,380974.00,137921.00,518895.00,27936637.00
CO,1989,340911.00,385726.00,157732.00,543458.00,31496917.00
CO,1990,327979.00,434437.00,183837.00,618274.00,34787896.00
CO,1991,326962.00,433251.00,182968.00,616219.00,41890929.00
CO,1992,301910.00,403492.00,168969.00,572461.00,40435025.00
CO,1993,313346.00,412033.00,178985.00,591018.00,43312642.00
CO,1994,301710.00,384789.00,178199.00,562988.00,42130225.00
CO,1995,295895.00,418574.00,185555.00,604129.00,42820193.00
CO,1996,349491.00,413732.00,173916.00,587648.00,42651523.00
CO,1997,352823.00,382186.00,195557.00,577743.00,45886917.00
CO,1998,362927.00,368057.00,236730.00,604787.00,48970896.00
CO,1999,328879.00,342622.00,216961.00,559583.00,41763556.00
CO,2000,337475.00,326903.00,246545.00,573448.00,42632420.00
CO,2001,298292.00,373303.00,159291.00,532594.00,48323003.00
CO,2002,300574.00,387879.00,160132.00,548011.00,52158932.00
CO,2003,309801.00,388842.00,165057.00,553899.00,52287530.00
CO,2004,300574.00,387879.00,160132.00,548011.00,52158932.00
CO,2005,309801.00,388842.00,165057.00,553899.00,52287530.00
CO,2006,318971.00,437720.00,144013.00,581733.00,54554105.00
CO,2007,312151.00,435517.00,145718.00,581235.00,56121936.68
CO,2008,306179.00,421610.00,144688.00,566298.00,60506720.62
CO,2009,306179.00,421610.00,144688.00,566298.00,60506720.62
CO,2010,294186.00,408997.00,129737.00,538734.00,56200410.14
CO,2011,294186.00,408997.00,129737.00,538734.00,56200410.00
CO,2012,288086.00,418087.00,117806.00,535893.00,53293990.51
CO,2013,286363.00,423270.00,114101.00,537371.00,54266039.00
CO,2014,280302.00,421341.00,106833.00,528174.00,51900753.00
CO,2015,281201.00,425043.00,105693.00,530736.00,53153936.93
CO,2016,284773.00,439560.00,105656.00,545216.00,53835940.00
CO,2017,290064.00,456672.00,107198.00,563870.00,54784656.00
CO,2018,294319.00,459518.00,109246.00,568764.00,57056595.00
CO,2019,298901.00,466449.00,113156.00,579605.00,61712000.00
CO,2020,295451.00,471558.00,111398.00,582956.00,59006693.00
CO,2021,296609.00,481253.00,120954.00,602207.00,63003307.00
CT,1970,77488.00,76614.00,874.00,77488.00,281036.00
CT,1971,85452.00,84856.00,596.00,85452.00,409776.00
CT,1972,83723.00,86141.00,938.00,87079.00,268126.00
CT,1973,77810.00,90825.00,915.00,91740.00,271682.00
CT,1974,84008.00,89730.00,1057.00,90787.00,298537.00
CT,1975,89599.00,96859.00,792.00,97651.00,318251.00
CT,1976,86721.00,103427.00,902.00,104329.00,382702.00
CT,1977,82534.00,101683.00,869.00,102552.00,372331.00
CT,1978,81453.00,102493.00,950.00,103443.00,385960.00
CT,1979,81961.00,99638.00,796.00,100434.00,403853.00
CT,1980,83636.00,107853.00,979.00,108832.00,486065.00
CT,1981,83778.00,113070.00,1131.00,114201.00,537007.00
CT,1982,86798.00,119466.00,1504.00,120970.00,590415.00
CT,1983,82085.00,138941.00,2288.00,141229.00,921270.00
CT,1984,80797.00,129962.00,2261.00,132223.00,913689.00
CT,1985,85205.00,135731.00,3368.00,139099.00,960331.00
CT,1986,86819.00,135468.00,3683.00,139151.00,960885.00
CT,1987,85663.00,139064.00,4165.00,143229.00,557137.00
CT,1988,87433.00,144372.00,5007.00,149379.00,1088809.00
CT,1989,87722.00,149198.00,8074.00,157272.00,1169854.00
CT,1990,90709.00,154572.00,8595.00,163167.00,1190623.00
CT,1991,88803.00,162226.00,7725.00,169951.00,1308552.00
CT,1992,73305.00,145788.00,6878.00,152666.00,1592715.00
CT,1993,73389.00,143860.00,4659.00,148519.00,1623786.00
CT,1994,67013.00,146105.00,3756.00,149861.00,1233920.00
CT,1995,67716.00,147061.00,3694.00,150755.00,1711263.00
CT,1996,65596.00,142237.00,7964.00,150201.00,1814989.00
CT,1997,63883.00,138685.00,7665.00,146350.00,1749778.00
CT,1998,62556.00,138952.00,7756.00,146708.00,1749002.00
CT,1999,61608.00,137145.00,7490.00,144635.00,1720666.00
CT,2000,60345.00,136060.00,7446.00,143506.00,1709702.00
CT,2001,59309.00,136077.00,8069.00,144146.00,1729432.00
CT,2002,57720.00,135872.00,7486.00,143358.00,1696858.00
CT,2003,54926.00,127832.00,6462.00,134294.00,2300724.00
CT,2004,57720.00,135872.00,7486.00,143358.00,1696858.00
CT,2005,54926.00,127832.00,6462.00,134294.00,2300724.00
CT,2006,54130.00,126748.00,6563.00,133311.00,2232972.00
CT,2007,52207.00,122980.00,6463.00,129443.00,2202720.00
CT,2008,48857.00,121226.00,6520.00,127746.00,2196738.00
CT,2009,48857.00,121226.00,6520.00,127746.00,2196738.00
CT,2010,49493.00,118086.00,6561.00,124647.00,2159189.00
CT,2011,50066.00,123549.00,6812.00,130361.00,2258327.00
CT,2012,46582.00,130318.00,5393.00,135711.00,2564858.00
CT,2013,44178.00,122995.00,4617.00,127612.00,2869447.00
CT,2014,41294.00,114274.00,4524.00,118798.00,2488962.00
CT,2015,42535.00,124281.00,4385.00,128666.00,2570771.00
CT,2016,42924.00,126934.00,4397.00,131331.00,2639366.00
CT,2017,39488.00,121150.00,4252.00,125402.00,2565429.00
CT,2018,37489.00,124169.00,4063.00,128232.00,2480317.00
CT,2019,35681.00,117052.00,4255.00,121307.00,2398941.00
CT,2020,34340.00,105477.00,4728.00,110205.00,2325211.00
CT,2021,32052.00,101377.00,4543.00,105920.00,2227154.00
DE,1970,26271.00,25116.00,1155.00,26271.00,153201.00
DE,1971,26824.00,25473.00,1351.00,26824.00,159300.00
DE,1972,25000.00,23713.00,1357.00,25070.00,157572.00
DE,1973,27235.00,25662.00,1572.00,27234.00,173135.00
DE,1974,28554.00,26407.00,2147.00,28554.00,191528.00
DE,1975,29994.00,27434.00,2560.00,29994.00,199948.00
DE,1976,29129.00,26519.00,2610.00,29129.00,196753.00
DE,1977,28563.00,25900.00,2663.00,28563.00,194915.00
DE,1978,27854.00,25411.00,2443.00,27854.00,170468.00
DE,1979,27793.00,25204.00,2589.00,27793.00,235268.00
DE,1980,26921.00,24554.00,2367.00,26921.00,222953.00
DE,1981,26411.00,36900.00,4910.00,41810.00,305461.00
DE,1982,27261.00,35651.00,5067.00,40718.00,315875.00
DE,1983,27247.00,33463.00,4857.00,38320.00,309069.00
DE,1984,27160.00,35206.00,5556.00,40762.00,332478.00
DE,1985,27997.00,35655.00,6215.00,41870.00,345616.00
DE,1986,25666.00,34576.00,6721.00,41297.00,461698.00
DE,1987,27698.00,36559.00,7918.00,44477.00,606907.00
DE,1988,25767.00,40720.00,7993.00,48713.00,576603.00
DE,1989,25603.00,41929.00,7891.00,49820.00,593385.00
DE,1990,25005.00,38082.00,7386.00,45468.00,559300.00
DE,1991,24669.00,41624.00,5716.00,47340.00,538435.00
DE,1992,24226.00,37085.00,4407.00,41492.00,487123.00
DE,1993,23848.00,34874.00,4398.00,39272.00,473690.00
DE,1994,23811.00,37295.00,3864.00,41159.00,473655.00
DE,1995,21463.00,32603.00,4028.00,36631.00,455903.00
DE,1996,21607.00,33060.00,2263.00,35323.00,494244.00
DE,1997,21988.00,32963.00,2277.00,35240.00,500919.00
DE,1998,21675.00,32957.00,3143.00,36100.00,520700.00
DE,1999,21357.00,31552.00,3559.00,35111.00,515779.00
DE,2000,21383.00,31746.00,3639.00,35385.00,516610.00
DE,2001,20918.00,30481.00,3679.00,34160.00,514220.00
DE,2002,21488.00,32296.00,3704.00,36000.00,569657.00
DE,2003,20066.00,28682.00,3165.00,31847.00,633008.00
DE,2004,21488.00,32296.00,3704.00,36000.00,569656.50
DE,2005,20066.00,28682.00,3165.00,31847.00,633008.00
DE,2006,18480.00,25488.00,3480.00,28968.00,631194.00
DE,2007,19472.00,26411.00,3605.00,30016.00,660482.00
DE,2008,19681.00,39511.00,5445.00,44956.00,678313.00
DE,2009,19890.00,38235.00,6640.00,44875.00,695407.00
DE,2010,18746.00,40912.00,6650.00,47562.00,982528.00
DE,2011,19271.00,39377.00,6126.00,45503.00,958602.00
DE,2012,18691.00,38053.00,6034.00,44087.00,962703.00
DE,2013,18184.00,37074.00,5267.00,42341.00,952675.00
DE,2014,16860.00,24965.00,4548.00,29513.00,796288.00
DE,2015,16786.00,50036.00,7024.00,57060.00,1094480.00
DE,2016,17369.00,51268.00,7031.00,58299.00,1115011.00
DE,2017,18323.00,53000.00,7203.00,60203.00,1046878.00
DE,2018,17847.00,52315.00,7125.00,59440.00,1005204.00
DE,2019,17839.00,52380.00,7759.00,60139.00,1036610.00
DE,2020,16291.00,47566.00,6117.00,53683.00,1447208.00
DE,2021,15619.00,45997.00,6044.00,52041.00,1399724.00
FL,1970,245900.00,242801.00,3099.00,245900.00,1486666.00
FL,1971,255049.00,251841.00,3208.00,255049.00,1476218.00
FL,1972,255961.00,252291.00,3670.00,255961.00,1504070.00
FL,1973,249829.00,246309.00,3520.00,249829.00,1476763.00
FL,1974,270571.00,267665.00,2906.00,270571.00,1626678.00
FL,1975,280634.00,277530.00,3104.00,280634.00,2783226.00
FL,1976,262617.00,259524.00,3093.00,262617.00,1600214.00
FL,1977,260566.00,257182.00,3384.00,260566.00,1593318.00
FL,1978,263136.00,259998.00,3138.00,263136.00,1637232.00
FL,1979,270484.00,267304.00,3180.00,270484.00,1707191.00
FL,1980,253619.00,410815.00,3431.00,414246.00,3699706.00
FL,1981,260556.00,436848.00,3547.00,440395.00,3825931.00
FL,1982,262747.00,449744.00,3664.00,453408.00,4031486.00
FL,1983,257739.00,453063.00,3766.00,456829.00,4043450.00
FL,1984,254802.00,446244.00,3900.00,450144.00,3998322.00
FL,1985,257467.00,461059.00,4233.00,465292.00,4658473.00
FL,1986,248542.00,448097.00,4142.00,452239.00,4021176.00
FL,1987,234954.00,458990.00,3109.00,462099.00,4369377.00
FL,1988,238581.00,468758.00,3179.00,471937.00,4531020.00
FL,1989,233770.00,417772.00,3064.00,420836.00,4621278.00
